label,bankname,CERT
2,STATE NEBRASKA BANK&TRUST,5490
2,CITIZENS STATE BANK,5495
1,CORNERSTONE BANK,5496
2,EXCHANGE BANK OF ALABAMA,54
2,FROST BANK,5510
2,"ALLIED FIRST BANK,SB",55130
2,CITY NB OF SAN SABA,5518
2,SANTA ANNA NATIONAL BANK,5520
2,FIRST NB OF SHINER,5529
1,FIRST NB OF SONORA,5531
2,FIRST NB OF STANTON,5536
2,FIRST NB OF STERLING CITY,5538
1,CITY NB OF SULPHUR SPRINGS,5544
2,CITY NATIONAL BANK OF TAYLOR,5548
2,EXTRACO BANKS NATIONAL ASSN,5551
1,FIRST NB OF TOM BEAN,5557
1,CAPTEX BANK,5558
2,FIRST NB OF TRINITY,5559
2,FIRST NB OF BOSQUE COUNTY,5564
1,HERRING BANK,5568
2,WAGGONER NB OF VERNON,5569
1,CITIZENS NB OF TEXAS,5574
1,FIRST NB&T CO OF WEATHERFORD,5575
2,FANNIN BANK,5589
1,FIRST NB OF WINNSBORO,5590
2,YOAKUM NATIONAL BANK,5595
2,TROY BANK&TRUST CO,5598
2,UNION STATE BANK,5602
2,BANK OF BREWTON,5605
1,CHAMBERS BANK,5615
1,COMMUNITY STATE BANK,5619
2,SMACKOVER STATE BANK,5623
1,BODCAW BANK,5624
2,PIGGOTT STATE BANK,5628
2,LOGAN COUNTY BANK,5632
2,FIRST SECURITY BANK,5633
1,CONNECT BANK,5634
1,CS BANK,5635
0,DISCOVER BANK,5649
2,CITIZENS BANK&TRUST,5673
2,BRANNEN BANK,5676
2,SOUTHEASTERN BANK,5685
2,BANK OF EDISON,5686
1,PRIMESOUTH BANK,5694
2,BANK OF WRIGHTSVILLE,5699
2,BANK OF CLOVIS,57022
2,AMERICAN HERITAGE BANK,57025
2,CHAMPION BANK,57031
1,WILLAMETTE VALLEY BANK,57033
1,OXFORD UNIVERSITY BANK,57034
1,NICOLET NATIONAL BANK,57038
1,BANK OF SOUTHERN CA N A,57044
3,U S BANK TRUST NATIONAL ASSN,57047
1,BANK OF NEWINGTON,5704
1,CELTIC BANK,57056
2,PEOPLES BANK,57058
1,CORNERSTONE NB&T CO,57061
1,FIRST COMMERCIAL BANK,57069
1,GEORGIA BANKING CO,57071
2,COMMUNITY BK OF SANTA MARIA,57073
2,BANKCDA,57074
1,WESTFIELD BANK FSB,57077
3,SECURITY NATIONAL TRUST CO,57081
1,NORTHBROOK B&T CO NA,57082
1,PLUS INTERNATIONAL BANK,57083
1,TRADITIONS FIRST BANK,57092
3,NORTHWESTERN MUTUAL WEALTH M,57093
1,DOGWOOD STATE BANK,57095
1,NORTHSTAR BANK,57097
2,FARMERS BANK,5709
1,MISSION VALLEY BANK,57101
2,BANK OF BRENHAM NA,57102
1,SCHAUMBURG B&T CO NA,57103
3,EVERENCE TRUST CO,57109
2,FIRST CENTURY BANK NA,57123
2,FIRST CMTY BANK OF CNTL AL,57124
1,GUARDIAN BANK,57127
2,COMMUNITY FSB,57129
1,LEADER BANK NATIONAL ASSN,57134
2,MISSION BANK,57137
2,COMMUNITY BANK OF MISSOURI,57141
3,WHEATON COLLEGE TRUST CO NA,57150
3,NATIONAL ADVISORS TRUST CO,57160
1,MAIN STREET BANK CORP,57162
1,WASHINGTON BUSINESS BANK,57167
1,FARMERS&MERCHANTS BANK,5716
1,COMMERCE WEST BANK,57176
3,FIRST COMMUNITY TRUST NA,57179
1,FREEDOM BANK OF VIRGINIA,57184
2,GOGEBIC RANGE BANK,57192
1,BNC NATIONAL BANK,57197
0,BARCLAYS BANK DELAWARE,57203
1,EMBASSY BK LEHIGH VALLEY,57228
2,PHILO EXCHANGE BANK,5722
1,DOUGLAS NATIONAL BANK,57230
1,CEDAR RAPIDS BANK&TRUST CO,57244
1,CORNERSTONE BANK,57250
1,FIRST CHATHAM BANK,57252
1,CITIZENS CMTY FEDERAL NA,57265
1,SIGNATURE BANK NATIONAL ASSN,57269
2,FIRST COMMERCE BANK,57273
1,COMMERCE BANK OF ARIZONA,57279
1,FLATIRONS BANK,57280
3,WESTERN ALLIANCE TRUST CO NA,57288
2,AMG NATIONAL TRUST BANK,57295
2,1ST BANK YUMA,57298
2,UNITED CMTY BANK OF W KY INC,57301
3,VANGUARD NATIONAL TR CO NA,57304
2,STATE BANK OF ST JACOB,5730
1,STIFEL BANK&TRUST,57311
1,TOWN&COUNTRY BANK,57312
1,FARMERS BANK,57335
1,DRAKE BANK,57336
3,GOLDMAN SACHS TR CO NA THE,57337
1,SOUTHEAST BANK,57348
1,STIFEL BANK,57358
1,AMERICAN EAGLE BANK,57359
1,CHEYENNE STATE BANK,57363
1,BANKWELL BANK,57368
1,U S CENTURY BANK,57369
2,OREGON COAST BANK,57373
1,TRADITIONS BANK,57377
3,INDEPENDENCE BANK,57379
3,LEGACY TRUST CO N A,57380
2,UNITED BANK&TRUST CO,57391
1,BANK OF LINCOLN COUNTY,57396
3,SECURIAN TRUST CO NA,57405
2,OPTUM BANK INC,57408
2,STATE BANK OF DAVIS,5740
1,WORTHINGTON BANK,57414
1,FORCHT BANK NATIONAL ASSN,57415
2,PATRIOT BANK,57416
1,COMMERCIAL BANK OF CA,57417
3,PLANTE MORAN TRUST NA,57418
2,HIGHLANDS COMMUNITY BANK,57420
1,SANIBEL CAPTIVA CMTY BANK,57425
1,COMMERCE BANK&TRUST,57429
1,AMERICAN CONTINENTAL BANK,57444
0,MEDALLION BANK,57449
1,STATE BANK OF THE LAKES NA,5744
2,CHARLES SCHWAB BANK SSB,57450
1,SOUND COMMUNITY BANK,57451
1,PCB BANK,57463
1,FIRST COMMERCE BANK,57465
1,COMMUNITY BANK OWATONNA,57468
3,MEMBERS TRUST CO,57470
2,CITIZENS BANK&TRUST,57483
1,METROPOLITAN CAPITAL B&T,57488
1,BANK OF COMMERCE,57491
2,PRIMEBANK OF TEXAS,57495
1,PATHFINDER BANK,57497
2,GERMAN-AMERICAN STATE BANK,5749
1,LIBERTY NATIONAL BANK,57505
1,AVIDBANK,57510
1,COMMUNITY FIRST BANK OF IN,57511
1,WESTERN ALLIANCE BANK,57512
1,TOLLESON PRIVATE BANK,57522
1,FIDELITY BANK,5753
2,HOMETOWN BANK OF ALABAMA,57540
2,TOYOTA FINANCIAL SB,57542
1,TRINITY BANK N A,57543
1,HERITAGE BANK,57548
1,TRADITIONS BANK,57554
1,UBS BANK USA,57565
1,PEOPLESTRUST BANK,57569
0,COMENITY CAPITAL BANK,57570
1,CONTINENTAL BANK,57571
1,HERITAGE BANK OF THE OZARKS,57576
2,COMMUNITY BANK OF GEORGIA,57579
1,GOLDEN STATE BANK,57585
1,INTEGRITY BANK&TRUST,57587
1,SANTA CRUZ COUNTY BANK,57591
1,MAINSTREET CMTY BANK OF FL,57598
1,FALCON NATIONAL BANK,57603
1,FIRST WESTERN TRUST BANK,57607
1,REDWOOD CAPITAL BANK,57610
1,FORBRIGHT BANK,57614
1,CLARION CNTY CMTY BANK,57624
1,1ST STATE BANK,57626
2,HOMELAND COMMUNITY BANK,57632
1,1ST SECURITY BANK OF WA,57633
1,BANK OF WALKER COUNTY,57640
1,GATEWAY BANK,57644
1,HERITAGE COMMUNITY BANK,57656
1,VERITEX COMMUNITY BANK,57665
1,EMPIRE STATE BANK,57672
1,CEDARSTONE BANK,57684
1,AMERICAN COMMERCE BANK NA,57686
2,FOUNTAIN TRUST CO,5768
1,FIRST NB OF DECATUR COUNTY,57694
1,AMERICAN INVESTORS BANK&MORT,57695
1,BEVERLY B&T CO NA,57701
1,T BANK NATIONAL ASSN,57703
1,SUMMIT BANK,57706
2,GREENE CNTY COMMERCIAL BANK,57710
1,UNITED BUSINESS BANK,57716
1,ALLIANCE BANK&TRUST CO,57733
1,EH NATIONAL BANK,57734
1,PACIFIC VALLEY BANK,57740
2,FIRST SOUTHWEST BANK,57741
1,MAINSTREET BANK,57742
1,PROVIDENCE BANK&TRUST,57754
1,COASTAL STATES BANK,57756
3,FIRST FINL TRUST&ASSET MGNT,57757
1,MERIDIAN BANK,57777
1,NANTAHALA BANK&TRUST CO,57784
1,LAKEVIEW BANK,57785
3,FIRST NATIONAL TRUST CO,57793
1,FIRST SOUND BANK,57799
2,PEOPLES BANK,5779
0,ALLY BANK,57803
1,QUONTIC BANK,57807
1,STERLING BANK,57813
1,BANESCO USA,57815
1,TRUXTON TRUST CO,57825
2,BEAL BANK USA,57833
3,EMIGRANT MERCANTILE BANK,57834
1,VALLIANCE BANK,57841
2,PIONEER COMMERCIAL BANK,57849
1,TIMBERLINE BANK,57857
1,UNITED CITIZENS BANK OF S KY,57867
1,1ST TRUST BANK INC,57869
2,SPENCER COUNTY BANK,5786
1,PACIFIC WEST BANK,57872
1,COMMONWEALTH BUSINESS BANK,57873
1,PARAGON BANK,57874
1,LEGACY STATE BANK,57882
1,PARAMOUNT BANK,57884
1,HSBC BANK USA NATIONAL ASSN,57890
1,VISIONBANK,57892
1,SOUTHERNTRUST BANK,57897
1,1ST ADVANTAGE BANK,57899
1,ONE WORLD BANK,57901
1,POPPY BANK,57903
2,FIRST STATE BANK,57910
2,BANK OF GRAND LAKE,57915
1,CONNECTONE BANK,57919
2,FIRST STATE BANK,5791
1,PRIME ALLIANCE BANK,57920
1,HARMONY BANK,57922
1,PEACH STATE BANK&TRUST,57923
2,BREDA SAVINGS BANK,5792
1,ANCHOR BANK,57931
1,VALLEY BANK OF NEVADA,57933
1,OPEN BANK,57944
1,BANK OF BOZEMAN,57952
1,LEGACY NATIONAL BANK,57953
1,SUMNER BANK&TRUST,57954
1,CITIZENS BANK NATIONAL ASSN,57957
1,FIRST RESOURCE BANK,57967
1,PRIMIS BANK,57968
2,EARLHAM SAVINGS BANK,5796
1,CALIFORNIA INTL BANK N A,57974
1,SAVIBANK,57978
2,FARMERS STATE BANK,5797
1,HURON VALLEY STATE BANK,57990
1,SERVISFIRST BANK,57993
2,BRYANT BANK,57997
1,AMERICAN BANK NATIONAL ASSN,5800
1,FREEDOM BANK,58010
3,BESSEMER TR CO OF DE NA,58011
1,TWO RIVERS BANK&TRUST,58013
1,ST LOUIS BANK,58018
1,VERUS BANK OF COMMERCE,58025
1,SUNRISE BANK,58029
1,PARADISE BANK,58030
1,CALIFORNIA BUSINESS BANK,58037
1,FIRST RESOURCE BANK,58039
1,ECLIPSE BANK INC,58049
1,FIRST COMMERCE BANK,58054
1,TRADITION CAPITAL BANK,58057
1,FIRST GENERAL BANK,58060
1,VISIONBANK,58063
1,BANK OF SAN FRANCISCO,58069
1,FLINT COMMUNITY BANK,58074
1,CONNECTIONS BANK,58076
1,PUTNAM 1ST MERCANTILE BANK,58079
1,AUSTIN CAPITAL BANK SSB,58082
1,SOUTHPOINT BANK,58088
1,FFB BANK,58090
1,IDAHO FIRST BANK,58095
1,SIGNATURE BANK OF GEORGIA,58103
1,RIVERLAND BANK,58106
1,NOBLEBANK&TRUST,58111
1,FLAGSHIP BANK,58113
1,BANK OF BELLEVILLE,58114
1,OAKSTAR BANK,58115
1,TRIAD BANK,58121
1,ESQUIRE BANK NATIONAL ASSN,58140
0,LCA BANK CORP,58148
2,AUDUBON STATE BANK,5814
1,CENTRUST BANK NATIONAL ASSN,58158
1,BANK OF LEXINGTON INC,58164
1,BELMONT BANK&TRUST CO,58165
0,SALLIE MAE BANK,58177
2,HARDIN COUNTY SAVINGS BANK,5817
1,METRO CITY BANK,58181
2,MERCHANTS COMMERCIAL BANK,58184
3,HSBC TRUST CO DELAWARE NA,58188
1,LEE COUNTY BANK,5819
1,FIRST VISION BANK OF TN,58201
1,NEWBANK,58203
1,FIRST FREEDOM BANK,58208
2,STATE CENTRAL BANK,5820
1,BRIDGEWATER BANK,58210
1,TOWN CENTER BANK,58214
3,BMO HARRIS CENTRAL NA,58216
1,FIRST PACIFIC BANK,58218
2,FIRST STATE BANK,5821
1,HERITAGE BANK&TRUST,58220
2,COLUMN NATIONAL ASSN,58224
1,B1BANK,58228
1,FIRST MO STB OF CAPE COUNTY,58230
1,PACIFIC ALLIANCE BANK,58234
1,PROVIDENCE BANK,58239
1,JOHN MARSHALL BANK,58243
1,RIVER BANK&TRUST,58255
1,DR BANK,58257
1,FIRST NB OF MICHIGAN,58259
1,GLOBAL BANK,58263
1,SIGNATURE BANK,58264
2,LANDMARK NATIONAL BANK,5826
1,REPUBLIC BANK OF ARIZONA,58271
2,RIVER VALLEY COMMUNITY BANK,58276
2,GOLDEN VALLEY BANK,58278
1,AMERICAN RIVIERA BANK,58281
1,EAGLE BANK,58282
1,RIVER CITY BANK,58289
1,CALPRIVATE BANK,58291
1,PINNACLE BANK,58297
2,TABLE ROCK COMMUNITY BANK,58300
2,AMERIPRISE BANK FSB,58303
1,FIRST BANK OF GREENWICH,58307
1,AMERICAN MOMENTUM BANK,58309
2,CITIZENS STATE BANK&TRUST CO,5830
1,US METRO BANK,58310
1,COMMUNITY BANK DELAWARE,58311
1,OLD PLANK TRAIL CMTY BANK NA,58314
1,INVESTAR BANK NATIONAL ASSN,58316
1,RIVERBANK,58322
1,LONE STAR BANK,58324
2,BANK OF CHINA,58339
1,MOUNTAIN PACIFIC BANK,58341
1,MILLENNIUM BANK,58348
2,SOUTHERN INDEPENDENT BANK,58357
1,UNITED REPUBLIC BANK,58359
2,FIRST STATE BANK,5835
1,HYPERION BANK,58371
1,PIEDMONT BANK,58374
1,CENTRAL BANK,58377
2,FARMERS STATE BANK,5838
1,JONAH BANK OF WYOMING,58396
1,MEGA BANK,58401
1,GOLDWATER BANK N A,58405
1,UNIBANK,58407
1,CROSS RIVER BANK,58410
1,CORNERSTONE COMMUNITY BANK,58411
1,EMBASSY NATIONAL BANK,58413
2,COMMUNITY BK PLEASANT HILL,58423
1,ALMA BANK,58424
1,WEST VALLEY NATIONAL BANK,58426
1,LEWIS&CLARK BANK,58428
1,WATERFORD BANK N A,58433
1,FIRST SECURITY BANK OF NV,58443
1,COMMENCEMENT BANK,58446
2,TEXAS ADVANTAGE CMTY BANK NA,58450
1,TRISTATE CAPITAL BANK,58457
1,HTLF BANK,58458
1,SMARTBANK,58463
1,AMERICAN PLUS BANK N A,58469
1,HOMETOWN BANK OF PA,58470
1,BANK OF CENTRAL FLORIDA,58479
2,PEOPLES BANK,5847
1,FIRST BANK,58481
2,BANK OF MONTANA,58482
1,PEGASUS BANK,58483
1,AUSTIN COUNTY STATE BANK,58484
2,1ST CAPITAL BANK,58485
1,FINEMARK NATIONAL BANK&TRUST,58486
1,BENEFICIAL STATE BANK,58490
1,COMMUNITY VALLEY BANK,58500
1,OLD DOMINION NATIONAL BANK,58504
1,FIRST FARMBANK,58508
1,FRONTIER BANK OF TEXAS,58509
1,PLATINUM BANK,58511
1,BANK OF PRINCETON,58513
2,COMMUNITY BANK,58517
1,GEORGIA PRIMARY BANK,58523
1,SOLERA NATIONAL BANK,58534
2,THINK MUTUAL BANK,58536
1,BANKFLORIDA,58537
1,SOUTH CENTRAL BANK INC,5854
1,GOLD COAST BANK,58556
1,SOUTHERN STATES BANK,58558
1,SELECT BANK,58563
1,FLUSHING BANK,58564
1,REGAL BANK,58574
1,TEXAS PARTNERS BANK,58581
1,CALIFORNIA BANK OF COMMERCE,58583
1,AMERICAN PRIDE BANK,58584
2,TURTLE MOUNTAIN STATE BANK,58586
1,PARTNERS BANK OF CALIFORNIA,58588
1,NANO BANC,58590
2,CHAIN BRIDGE BANK NA,58595
1,CARTER BANK&TRUST,58596
1,PEOPLEFIRST BANK,58597
1,RELIANCE BANK,58602
1,VICTORY BANK,58615
1,MRV BANKS,58619
1,GBANK,58626
1,STELLAR BANK,58629
2,FIRST CAHAWBA BANK,58636
1,FIRST COLONY BANK OF FLORIDA,58644
1,FIRST FOUNDATION BANK,58647
1,CROSSFIRST BANK,58648
1,SETTLERS BANK,58651
1,PROMISEONE BANK,58657
1,VCC BANK,58658
1,LIVE OAK BANKING CO,58665
1,SPRING BANK,58668
1,HANOVER COMMUNITY BANK,58675
2,GATEWAY COMMERCIAL BANK,58678
2,BANK OF OCEAN CITY,5867
1,GREAT NATIONS BANK,58680
1,TOUCHMARK NATIONAL BANK,58687
1,SOUTH ATLANTIC BANK,58689
1,BLUEHARBOR BANK,58691
1,INTRACOASTAL BANK,58692
1,PRIME MERIDIAN BANK,58694
1,FVCBANK,58696
1,FREEDOM BANK,58712
1,THIRD COAST BANK SSB,58716
1,MEADOWS BANK,58722
1,BLACK HILLS CMTY BANK N A,58723
1,NEBRASKA BANK OF COMMERCE,58724
1,ACCESS BANK,58727
2,COMMUNITY STATE BANK,58732
1,TEXAS SECURITY BANK,58739
1,WOODSBORO BANK,5873
1,FIELDPOINT PRIVATE B&T,58741
1,FRONTIER COMMUNITY BANK,58743
2,FIRST NM BANK LAS CRUCES,58745
2,CALVIN B TAYLOR BK BERLIN MD,5874
1,NORTHWEST BANK,58752
1,MINT NATIONAL BANK,58764
1,GUADALUPE BANK,58768
1,MOUNTAIN VIEW BK OF COM,58772
1,LIBERTY BANK,58778
1,SPRING BANK,58780
1,OAKWORTH CAPITAL BANK,58783
1,GRAND RIVER BANK,58789
1,PARKSIDE FINANCIAL B&T,58796
2,GENUBANK,58806
1,ONE FLORIDA BANK,58811
1,ROYAL BUSINESS BANK,58816
1,CAPSTAR BANK,58823
1,VIRGINIA PARTNERS BANK,58824
1,REDSTONE BANK,58826
2,OAK VIEW NATIONAL BANK,58827
1,LIBERTY CAPITAL BANK,58852
2,NEW HORIZON BANK NA,58857
1,CORNERSTONE BANK,58859
1,FARMERS BANK OF WILLARDS,5885
1,COASTAL CAROLINA NB,58864
1,GUARANTY BANK,58892
1,COASTAL BANK&TRUST,58899
1,MANUFACTURERS&TRADERS TR CO,588
3,EVERCORE TRUST CO NA,58927
2,KALAMAZOO COUNTY STATE BANK,5892
1,R BANK,58935
1,NEW HAVEN BANK,58952
1,LAKESIDE BANK,58961
1,BANKUNITED NATIONAL ASSN,58979
3,CANANDAIGUA NATL TR CO OF FL,58999
2,UNITED BANK,58
3,BROWN BROTHERS HARRIMAN TR N,59025
2,BANKOKOLONA,5902
1,BANKPLUS,5903
2,STIFEL TRUST CO DELAWARE NA,59043
3,NEUBERGER BERMAN TRUST CO NA,59046
3,NEUBERGER BERMAN TR CO DE NA,59047
1,NBH BANK,59052
3,KEY NATIONAL TR CO OF DE,59069
1,HARBORONE BANK,59070
1,BANK OF BIRD-IN-HAND,59074
2,FIRST BANK,5907
1,PRIMARY BANK,59086
2,INTERNATIONAL BK OF COM,59093
1,INFINITY BANK,59098
1,ENDEAVOR BANK,59099
1,FOURTH CAPITAL BANK,59101
2,WINTER PARK NATIONAL BANK,59105
1,BEACON COMMUNITY BANK,59106
2,CHARLES SCHWAB TRUST BANK,59108
1,STUDIO BANK,59112
1,GRASSHOPPER BANK N A,59113
1,COMMERCEONE BANK,59114
1,LEXICON BANK,59117
1,MI BANK,59138
1,GULFSIDE BANK,59140
1,NEW VALLEY BANK&TRUST,59143
1,OHIO STATE BANK,59144
1,WATERMARK BANK,59148
2,GENERATIONS COMMERCIAL BANK,59149
1,PIERMONT BANK,59154
1,AMERICAN BK OF THE CAROLINAS,59157
1,MILLYARD BANK,59176
1,SQUARE FINL SERVICES INC,59177
1,TANDEM BANK,59178
1,GULF ATLANTIC BANK,59181
1,LOYAL TRUST BANK,59182
1,TRUSTAR BANK,59183
1,GULF CAPITAL BANK,59185
1,TRIAD BUSINESS BANK,59188
2,VARO BANK NATIONAL ASSN,59190
1,FOUNDERS BANK,59193
3,ADP TRUST CO NATIONAL ASSN,59194
2,FWBANK,59195
1,RIVERSIDE BANK OF DUBLIN,59199
2,SCOTTSDALE COMMUNITY BANK,59203
1,LEGACY BANK,59204
2,NELNET BANK,59205
1,ROCKPOINTBANK NATIONAL ASSN,59206
1,CRAFT BANK,59209
1,CLASSIC CITY BANK,59219
1,AGILITY BANK NATIONAL ASSN,59239
1,GENESIS BANK,59245
1,FIRST BANK OF CENTRAL OHIO,59249
3,CHILTON TRUST CO NA,59255
1,CLIMATE FIRST BANK,59257
2,INTEGRITY BANK FOR BUSINESS,59262
1,WATERFALL BANK,59265
2,GAINEY BUSINESS BANK,59273
3,ANCHORAGE DIGITAL BANK NA,59276
1,LOCALITY BANK,59278
1,GULF COAST BUSINESS BANK,59281
2,INTEGRO BANK,59283
2,MOULTRIE BANK&TRUST,59285
1,ENTREBANK,59287
2,WALDEN MUTUAL BANK,59289
2,BEACH CITIES COMMERCIAL BANK,59290
2,ADELPHI BANK,59292
1,BANK IRVINE,59296
2,BANK OF BURLINGTON,59298
2,TEXAS TRADITIONS BANK,59304
3,COMMUNITY UNITY BANK,59305
1,EVERMORE BANK,59306
2,GS&L MUNICIPAL BANK,59312
3,HIGHTOWER TRUST CO NA,59321
3,PEAK TRUST CO NATIONAL ASSN,59322
3,CERIDIAN NATIONAL TRUST BANK,59337
1,PEOPLES BANK,5956
2,SUTTON BANK,5962
1,FARMERS&MERCHANTS STATE BANK,5969
1,CHEMUNG CANAL TRUST CO,597
1,COMMUNITY BANK,5981
1,OKLAHOMA STATE BANK,5994
2,FIRST STATE BANK IN TEMPLE,5999
1,APOLLO TRUST CO,6051
1,CORTRUST BANK NATIONAL ASSN,6063
2,BRYANT STATE BANK,6064
1,ONE AMERICAN BANK,6078
2,FARMERS STATE BANK OF TURTON,6084
1,FIRST PREMIER BANK,6085
2,UNION BANK,6088
2,MACON BANK&TRUST CO,6091
1,TOMPKINS COMMUNITY BANK,609
1,LINEAGE BANK,6100
1,DECATUR COUNTY BANK,6101
1,PEOPLES BANK,6110
1,BANK OF CLARKE,6123
1,BANK OF BOTETOURT,6137
1,TOUCHSTONE BANK,6139
2,FARMINGTON STATE BANK,6149
2,FARMERS STATE BANK,6156
1,PEOPLES BANK,6158
2,KITSAP BANK,6161
1,PENDLETON COMMUNITY BANK INC,6176
2,BANK OF MONROE,6180
2,CITIZENS STATE BANK OF LOYAL,6186
2,BANK OF MILLBROOK,618
1,CITIZENS STATE BANK,6194
1,STERLING BANK,6195
2,HIGHLAND STATE BANK,6198
2,AMALGAMATED BANK,622
1,DEUTSCHE BANK TR CO AMERICAS,623
1,COMMUNITY NATIONAL BANK,6271
2,NATIONAL BANK OF MIDDLEBURY,6275
1,FIRST NB OF ORWELL,6280
0,JPMORGAN CHASE BANK NA,628
2,FIRST HOPE BK A NATL BK ASSN,6354
1,PNC BANK NATIONAL ASSN,6384
2,BANK OF NEW YORK MELLON,639
1,AMBOY BANK,6423
2,FIRST NB OF ABSECON,6442
1,FIRST NATIONAL BANK OF ELMER,6464
2,FIRST NB OF BELLEVUE,6528
2,FIRST NB OF BLANCHESTER,6530
1,CITIZENS NB OF BLUFFTON,6531
1,FARMERS NB OF CANFIELD,6540
1,PEOPLES BANK,6544
1,U S BANK NATIONAL ASSN,6548
1,HUNTINGTON NATIONAL BANK,6560
2,FIRST NB OF DENNISON,6574
2,COMMUNITY FIRST BANK NA,6584
2,FIRST NB OF GERMANTOWN,6592
1,FIVE STAR BANK,659
1,FIRST FINANCIAL BANK,6600
1,MERCHANTS NATIONAL BANK,6605
1,ADIRONDACK TRUST CO,660
2,KINGSTON NATIONAL BANK,6616
1,LCNB NATIONAL BANK,6623
2,VINTON COUNTY NATIONAL BANK,6636
2,FIRST NB OF MCCONNELSVILLE,6637
1,CITIZENS NB MCCONNELSVILLE,6638
1,1ST NATIONAL BANK,6646
1,PARK NATIONAL BANK,6653
2,PEOPLES STATE BANK,6659
1,RIVERHILLS BANK,6662
1,FIRST NB OF PANDORA,6671
1,FIFTH THIRD BANK NA,6672
1,HOME NATIONAL BANK,6680
2,SOMERVILLE BANK,6700
2,FIRST NB OF SYCAMORE,6706
2,FIRST NB OF WAVERLY,6725
2,NATIONAL BK ADAMS CNTY W UNI,6728
2,CITIZENS NB OF WOODSFIELD,6732
1,CITIZENS BANK OF WEST VA INC,6760
2,FAYETTE CNTY NB FAYETTEVILLE,6762
2,MOUNTAIN VALLEY BANK N A,6786
2,FIRST NB OF PETERSTOWN,6787
1,FNB BANK INC,6794
2,FIRST NEIGHBORHOOD BANK,6800
1,MCNB BANK&TRUST CO,6803
1,FIRST NB OF WILLIAMSON,6805
2,FIRST NATIONAL BANK,6811
1,FARMERS BANK OF APPOMATTOX,6813
2,NATIONAL BANK OF BLACKSBURG,6821
1,AMERICAN NB&T CO,6837
1,SKYLINE NATIONAL BANK,6861
1,CHESAPEAKE BANK,6862
1,POWELL VALLEY NATIONAL BANK,6863
2,FIRST COLUMBIA BANK&TRUST CO,686
1,OLD POINT NB OF PHOEBUS,6892
1,PIONEER BANK,6913
1,FIRST BANK,6917
1,EVANS BANK NATIONAL ASSN,6947
2,CAYUGA LAKE NATIONAL BANK,6954
1,BALLSTON SPA NATIONAL BANK,6959
1,DIME COMMUNITY BANK,6976
1,CANANDAIGUA NB&T CO,6985
2,COMMUNITY BANK NATIONAL ASSN,6989
1,WAYNE BANK,698
1,PUTNAM COUNTY NB OF CARMEL,6990
1,NATIONAL BANK OF COXSACKIE,7018
2,DELAWARE NB OF DELHI,7025
2,FIRST NB OF DRYDEN,7031
1,FIRST NB OF LONG ISLAND,7072
1,GLENS FALLS NB&T CO,7074
2,FIRST NB OF GROTON,7085
2,PEOPLES EXCHANGE BANK,70
2,JEFF BANK,7123
1,ORRSTOWN BANK,713
1,LYONS NATIONAL BANK,7151
0,CITIBANK NATIONAL ASSN,7213
1,NBT BANK NATIONAL ASSN,7230
2,WSB MUNICIPAL BANK,7274
1,CENTRAL STATE BANK,72
2,CHAMPLAIN NATIONAL BANK,7356
1,APPLE CREEK BANKING CO,737
1,FIRST KEYSTONE CMTY BANK,7404
1,FIRST COMMONWEALTH BANK,7468
1,FNCB BANK,7472
1,EPHRATA NATIONAL BANK,7493
1,ACNB BANK,7506
1,PEOPLES SECURITY B&T CO,7514
1,HONESDALE NATIONAL BANK,7526
1,AMERISERV FINANCIAL BANK,7542
1,FULTON BANK NATIONAL ASSN,7551
1,LUZERNE BANK,7586
1,NATIONAL BANK OF MALVERN,7590
1,FIRST CITIZENS CMTY BANK,7593
2,JIM THORPE NEIGHBORHOOD BANK,7599
1,PENNIAN BANK,7613
2,JUNIATA VALLEY BANK,7614
2,UNB BANK,7631
2,MINSTER BANK,763
2,NEFFS NATIONAL BANK,7646
2,FIRST NB&T CO OF NEWTOWN,7658
1,NEW TRIPOLI BANK,7659
2,NORTHUMBERLAND NATIONAL BANK,7666
2,FIRST NORTHERN BANK&TRUST CO,7675
1,FARMERS BANK&SAVINGS CO,769
1,QNB BANK,7714
1,UNIVEST BANK&TRUST CO,7759
2,TURBOTVILLE NATIONAL BANK,7789
1,CITIZENS&NORTHERN BANK,7799
1,BANKSOUTH,77
1,COMMUNITY BANK,7848
2,FIRST UNITED NATIONAL BANK,7886
1,FIRST NB OF PENNSYLVANIA,7888
1,NEXTIER BANK NATIONAL ASSN,7900
1,MARION CENTER BANK,7909
2,MARS BANK,7910
1,BNY MELLON NATIONAL ASSN,7946
2,SVG BANK OF MENDOCINO COUNTY,8011
2,GROVE BANK&TRUST,8018
2,WAUCHULA STATE BANK,8021
2,MOUNT VERNON BANK,8028
2,CITIZENS TRUST BANK,8033
2,BATH STATE BANK,8035
1,WESBANCO BANK INC,803
1,MERCHANTS BANK OF INDIANA,8056
1,NORTH SALEM STATE BANK,8063
1,COMMUNITY STATE BANK,8067
1,GARRETT STATE BANK,8074
2,FAIRFAX STATE SAVINGS BANK,8083
2,NSB BANK,8094
1,PRIMEBANK,8101
1,NEW CENTURY BANK,8108
2,STATE BANK OF SPRING HILL,8110
1,PEOPLES B&T CO OF HAZARD,8117
2,BANK OF JAMESTOWN,8118
2,MAGNOLIA BANK INC,8120
2,SECURITY BANK&TRUST CO,8121
2,FIRST&PEOPLES BANK&TRUST CO,8122
